,train_recall,test_recall,train_f1,test_f1,train_acc,test_acc
0,0.7988748241912799,0.8093255620316403,0.7594852080895871,0.7620540964327714,0.745894402260286,0.749896992171405
1,0.803238296374516,0.8156146179401993,0.760159893404397,0.765692007797271,0.7457178174112661,0.7523691800576844
2,0.791492329149233,0.7892948173322005,0.7576769025367156,0.7470848411741053,0.7435987992230266,0.7408323032550473
3,0.7836691410392365,0.7870065789473685,0.7464646464646465,0.7595238095238095,0.7340632173759492,0.7503090234857849
4,0.788881069669247,0.7813798836242727,0.7527278831626657,0.7501995211492419,0.7398905173936077,0.7420683971981871
5,0.7907303370786517,0.810359231411863,0.7501665556295802,0.7634789452971271,0.7351227264700688,0.7523691800576844
6,0.7954706298655343,0.793273174733388,0.7571572920175145,0.7490317583268783,0.7453646477132262,0.7330037082818294
7,0.797158081705151,0.7951219512195122,0.7532729103726082,0.7494252873563219,0.7404202719406675,0.73053152039555
8,0.7771948233648128,0.7824620573355818,0.7465143625062993,0.7477840451248992,0.7335334628288893,0.7420683971981871
9,0.7830907830907831,0.7592752372735116,0.7499585199933632,0.7227926078028747,0.7338866325269292,0.7218788627935723
10,0.8101983002832861,0.8181818181818182,0.7630481907620477,0.7576791808873721,0.7490729295426453,0.7367119901112484
11,0.8008429926238145,0.7871452420701168,0.7613958924695274,0.7522935779816513,0.7476602507504856,0.7441285537700866
12,0.7950731881470903,0.7660771704180064,0.7492010092514718,0.7344894026974951,0.7367119901112484,0.7161104243922538
13,0.7977928088287647,0.7645631067961165,0.7562004386704909,0.7479224376731303,0.7448348931661664,0.7375360527400082
14,0.7995031937544358,0.80440097799511,0.7570564516129032,0.7642276422764228,0.7446583083171464,0.7490729295426453
15,0.8018498754891498,0.7957860615883307,0.7616151376921778,0.7527788424683788,0.7508387780328448,0.7342398022249691
16,0.7994360239689813,0.8087748344370861,0.7615849563465412,0.7620904836193448,0.7492495143916652,0.7486608982282653
17,0.7769121813031161,0.7772317772317773,0.7443596268023748,0.7543720190779015,0.7338866325269292,0.7453646477132262
18,0.8005657708628006,0.8069022185702547,0.7589674824002681,0.7636080870917573,0.746070987109306,0.7494849608570251
19,0.8084195504816268,0.8075684380032206,0.7614247311827957,0.7653567340709653,0.7492495143916652,0.7466007416563659
20,0.7855641205325858,0.7858942065491183,0.7518443997317237,0.7488,0.738654423450468,0.7412443345694273
21,0.8031746031746032,0.7743801652892562,0.7621757322175733,0.7481037924151697,0.7490729295426453,0.7400082406262876
22,0.7854137447405329,0.7929589270746018,0.7505444798123638,0.7561950439648282,0.7370651598092883,0.7486608982282653
23,0.7832633053221288,0.8132884777123633,0.748661311914324,0.7605190719622493,0.7347695567720289,0.7490729295426453
24,0.7881265552790615,0.7816558441558441,0.750761937013207,0.755590427618674,0.7400671022426276,0.7433044911413268
25,0.806060606060606,0.7975806451612903,0.7612794612794612,0.7723545490042951,0.7496026840897051,0.7597857437165224
26,0.7802197802197802,0.8104575163398693,0.7435810810810811,0.761904761904762,0.7319441991877097,0.7445405850844664
27,0.7978761061946903,0.8081967213114755,0.7522109127315203,0.7724245985115551,0.7377714992053682,0.7606098063452822
28,0.7938877043354655,0.8009748172217709,0.7501678979180657,0.753822629969419,0.7372417446583083,0.734651833539349
29,0.7957446808510639,0.793469387755102,0.7535258562793821,0.7543655413271246,0.7407734416387074,0.7391841779975278
