,train_recall,test_recall,train_f1,test_f1,train_acc,test_acc
0,0.6389565217391304,0.6504273504273504,0.5976899300471775,0.589922480620155,0.5633056683736536,0.5640708693860733
1,0.6432072829131653,0.63919259882254,0.6016047158997873,0.5805958747135218,0.5703690623344517,0.5475896168108776
2,0.6389473684210526,0.6267782426778242,0.5947093403004572,0.5835605765485002,0.561716404732474,0.5595385249278945
3,0.6545064377682404,0.644515612489992,0.5999016554663169,0.6093868281604845,0.568956383542292,0.5747836835599506
4,0.6443335709194583,0.672316384180791,0.592981305346015,0.620715350223547,0.561716404732474,0.580552121961269
5,0.641970932293513,0.6331699346405228,0.5950386068670938,0.5902513328255902,0.5647183471658132,0.5566543057272353
6,0.6469135802469136,0.6611570247933884,0.5986616614982861,0.6120887528691661,0.5657778562599329,0.5822002472187886
7,0.6449912126537786,0.6616666666666666,0.5983045321160744,0.6044918157594213,0.5648949320148331,0.5718994643592913
8,0.6493688639551192,0.6571668063704945,0.6040443574690149,0.5964244960060859,0.5712519865795515,0.5628347754429337
9,0.6447971781305115,0.6322314049586777,0.6002298473157116,0.5819703309243057,0.5700158926364118,0.5471775854964978
10,0.6533850493653033,0.6559139784946236,0.6033865190491696,0.6053435114503816,0.5698393077873919,0.5739596209311908
11,0.6416812609457093,0.6361344537815126,0.5965483555845001,0.5787461773700305,0.5624227441285538,0.545941491553358
12,0.6502808988764045,0.6482873851294904,0.602766476810415,0.5883244882486733,0.568956383542292,0.5525339925834364
13,0.6447507953340403,0.6381578947368421,0.5940400586223742,0.5939533103712209,0.5597739713932545,0.5628347754429337
14,0.6483126110124334,0.6560975609756098,0.5971858638743456,0.6047208692394155,0.565248101712873,0.565306963329213
15,0.6401118099231307,0.6559594251901945,0.5968398762013358,0.5905631659056316,0.5629524986756136,0.5566543057272353
16,0.6463068181818182,0.6322213181448332,0.5982905982905984,0.5888594164456232,0.5684266289952322,0.5529460238978162
17,0.6461811722912967,0.624390243902439,0.5965890455887176,0.5818181818181819,0.565601271410913,0.5451174289245982
18,0.6439367311072056,0.6458333333333334,0.5958692470320377,0.5913773368943152,0.5611866501854141,0.5587144622991347
19,0.6486296556570625,0.6371976647206005,0.6025787497959849,0.594783962631374,0.5700158926364118,0.5710754017305315
20,0.6445783132530121,0.6713000817661489,0.5986506499917722,0.6076980014803849,0.569309553240332,0.5632468067573135
21,0.6460992907801418,0.6408163265306123,0.5958142576847614,0.5985512771635532,0.5634822532226735,0.5661310259579728
22,0.6469546742209632,0.6208026208026208,0.5964740450538687,0.5821812596006144,0.5634822532226735,0.5517099299546766
23,0.6440677966101694,0.6347897774113768,0.5963707699852869,0.5855513307984791,0.5640120077697334,0.5508858673259168
24,0.64,0.6270491803278688,0.5914295060516847,0.5813069908814591,0.5588910471481547,0.545941491553358
25,0.6511627906976745,0.6570008285004143,0.6011711125569291,0.6048817696414951,0.5670139502030725,0.573135558302431
26,0.65625,0.6507936507936508,0.6070152646963299,0.5985401459854015,0.5726646653717111,0.569427276473012
27,0.6410347271438696,0.634505314799673,0.5958498023715415,0.5885475919605613,0.5666607805050327,0.5529460238978162
28,0.6389473684210526,0.6209205020920502,0.5977351058591827,0.5763106796116504,0.5671905350520925,0.5504738360115369
29,0.6478973627940128,0.639225181598063,0.5964566929133859,0.6011385199240987,0.565601271410913,0.5669550885867326
