,F1_tr,F1_ts,recall_tr,recall_ts,precision_tr,precision_ts
0,0.6741573033707865,0.67618332081142,0.5997966790918332,0.5992010652463383,0.7692307692307693,0.774526678141136
1,0.6257084561323962,0.6660823838737949,0.6385932438685794,0.6654991243432574,0.6130608618391826,0.6654991243432574
2,0.691127936323044,0.6712433257055683,0.6243423360224483,0.6102635228848822,0.7735767057800956,0.7445008460236886
3,0.717377860235003,0.6936416184971098,0.6664113366526234,0.655226209048362,0.7764390896921017,0.7355516637478109
4,0.7190924822149586,0.6060606060606061,0.6559102069449315,0.5433186490455213,0.7954062101233518,0.6839186691312384
5,0.716988647679745,0.7034372501998402,0.6688963210702341,0.6461086637298091,0.7722007722007722,0.7705779334500875
6,0.6994665085951393,0.6255430060816681,0.6319171724384148,0.5529953917050692,0.7828394515701017,0.718562874251497
7,0.6980871622954052,0.6440957886044592,0.6434023991275899,0.590015128593041,0.7626023265833692,0.7078039927404719
8,0.6501892674237363,0.601237842617153,0.6457319770013269,0.5752961082910322,0.6544150605109816,0.6284658040665434
9,0.7212364052661705,0.7418622255866768,0.6537530266343825,0.6703146374829002,0.8039132284134411,0.8291032148900169
10,0.6856908232395812,0.7002561912894962,0.6396016851780927,0.6602254428341384,0.7386112339672711,0.7441016333938294
11,0.6762680025046963,0.6485539000876425,0.6350450803606429,0.5433186490455213,0.7228915662650602,0.8026030368763557
12,0.6756492872485842,0.6661251015434606,0.6110914871070293,0.5766526019690578,0.7551287647315583,0.7869481765834933
13,0.6261740763932373,0.5636208368915457,0.5903187721369539,0.5229793977812995,0.6663705019991115,0.609981515711645
14,0.6202815751887369,0.5507474429583006,0.5733685401735193,0.5139500734214391,0.6752554420257664,0.5922165820642978
15,0.7018975719240971,0.7473598700243704,0.6562380770698206,0.7290015847860538,0.7540552389302938,0.7653910149750416
16,0.6610895735564171,0.6319385140905209,0.6180847004959938,0.5958132045088567,0.7102148180622534,0.6715063520871143
17,0.6930890260904202,0.6917755572636434,0.6442058496853017,0.6155950752393982,0.7496768634209393,0.7880910683012259
18,0.6763285024154589,0.5994550408719347,0.6437425029988005,0.5779334500875657,0.7120743034055728,0.6214689265536723
19,0.7122452866120739,0.7362885048835462,0.6358381502890172,0.6796116504854369,0.8091735179575942,0.8019639934533551
20,0.7100364613317981,0.6874500399680256,0.6333447449503594,0.5802968960863698,0.8075076385857705,0.8414872798434442
21,0.6623349402640956,0.6422836752899197,0.6121658271987601,0.6196213425129088,0.7211319032405294,0.6654343807763401
22,0.6427221172022684,0.6244424620874219,0.6069020230067433,0.6469500924214417,0.6827309236947792,0.6024096385542168
23,0.7100591715976331,0.63102541630149,0.6563560920407393,0.5797101449275363,0.7729897823189694,0.690978886756238
24,0.7079646017699115,0.7295796986518637,0.6349206349206349,0.6125166444740346,0.7996597192683964,0.9001956947162426
25,0.7076128006360565,0.6819984139571769,0.6470374409305707,0.5963938973647712,0.7803594914511179,0.7948243992606284
26,0.6679764243614931,0.6066012488849242,0.6620510601471224,0.5657237936772046,0.6737120211360634,0.6525911708253359
27,0.6888407793741389,0.6856309263311452,0.6225542511561721,0.6176084099868594,0.7705856450902686,0.7692307692307692
28,0.66794299085301,0.7235142118863049,0.6484923585295332,0.6354009077155826,0.6882946076282332,0.8383233532934131
29,0.7257607257607257,0.7872823618470856,0.6595671590518721,0.7635829662261381,0.8063838723225536,0.811232449297972
