,F1_tr,F1_ts,recall_tr,recall_ts,precision_tr,precision_ts
0,0.7770652583930592,0.8128704487722269,0.7680835197613721,0.8261617900172117,0.7856598016781083,0.7986688851913477
1,0.87607637588918,0.9035621198957429,0.8724832214765101,0.8950086058519793,0.879038317054846,0.9106830122591943
2,0.8117249154453212,0.82687338501292,0.7994078460399704,0.7986688851913477,0.8237986270022883,0.8556149732620321
3,0.8814045145109279,0.8975444538526672,0.8655876143560873,0.8818635607321131,0.8971553610503282,0.9122203098106713
4,0.7840062720501764,0.8341416100872939,0.7627765064836003,0.8414872798434442,0.8058017727639001,0.8253358925143953
5,0.8951883625512868,0.8467400508044031,0.9015777610818934,0.8460236886632826,0.8882309400444116,0.8460236886632826
6,0.8513873052071455,0.9337068160597572,0.8543096872616324,0.9416195856873822,0.8478425435276307,0.9242144177449167
7,0.900389932647997,0.9248554913294799,0.8752584424534804,0.9017713365539453,0.926331145149526,0.9475465313028765
8,0.870190578928443,0.8448415922014623,0.833907649896623,0.811232449297972,0.9090909090909092,0.8798646362098138
9,0.839836492010405,0.8356039963669392,0.8065667380442542,0.8199643493761141,0.8752904725019365,0.8502772643253235
10,0.9019165727170236,0.8991008991008992,0.87527352297593,0.8637236084452975,0.9295120061967468,0.9355509355509355
11,0.8073817762399077,0.7843137254901961,0.7829977628635347,0.7622504537205081,0.8326724821570183,0.8061420345489443
12,0.8811551277304701,0.9150326797385622,0.8743570903747245,0.9227871939736346,0.8873974645786726,0.9057301293900185
13,0.9038682497127537,0.8861859252823632,0.8932626797880394,0.848585690515807,0.9140201394268009,0.925589836660617
14,0.8495056755767117,0.8492922564529559,0.8221119773210489,0.795631825273011,0.8781226343679032,0.9090909090909091
15,0.8476609356257497,0.8613264427217916,0.8541498791297342,0.8912655971479501,0.8406026962727994,0.8319467554076538
16,0.8500590318772138,0.8096468561584841,0.8301306687163721,0.8089500860585198,0.8702659145850121,0.8089500860585198
17,0.8651826963460731,0.8563273073263559,0.894874022589053,0.8806262230919765,0.8367181153533713,0.8317929759704251
18,0.9067261241174284,0.9009009009009009,0.8963997060984571,0.9151414309484193,0.9166040570999249,0.8856682769726247
19,0.8205893323386795,0.8390541571319604,0.8142116950407107,0.8448540706605223,0.8264462809917356,0.8320726172465961
20,0.7811843763124737,0.7792207792207793,0.7743547044129893,0.7632093933463796,0.7874682472480948,0.7942973523421588
21,0.8731130150958792,0.901077375122429,0.8835672997522709,0.8829174664107485,0.8622078968573731,0.9181636726546906
22,0.8951883625512868,0.9098294069861901,0.881704628949302,0.9017713365539453,0.9084027252081757,0.9165302782324058
23,0.8363201911589009,0.8191808191808192,0.8393285371702638,0.8183632734530938,0.8326724821570183,0.8183632734530938
24,0.8589411329137355,0.8391608391608392,0.8399710354815352,0.821917808219178,0.8781226343679032,0.855397148676171
25,0.8028904054596547,0.7920792079207921,0.7930214115781127,0.7705779334500875,0.8123476848090984,0.8133086876155268
26,0.7846095812900792,0.7811080835603996,0.7755406413124534,0.7664884135472371,0.7932875667429443,0.7948243992606284
27,0.7634789452971271,0.7492795389048992,0.7631785995279308,0.7632093933463796,0.7631785995279308,0.7344632768361582
28,0.8182169046700115,0.7953443258971873,0.8024224072672218,0.8023483365949119,0.8339889850511408,0.7869481765834933
29,0.8168028004667444,0.8841732979664014,0.7948523845571537,0.8605851979345955,0.8393285371702638,0.9074410163339383
