,train_recall,test_recall,train_f1,test_f1,train_acc,test_acc
0,0.5986893840104849,0.6102502979737783,0.6890933775833458,0.7040220006875215,0.6360586261698746,0.6452410383189122
1,0.6005702436495594,0.5899581589958159,0.6923651576273719,0.6847034339229969,0.6364117958679145,0.6254635352286774
2,0.5931899641577061,0.6056763285024155,0.6894807320339235,0.6950796950796951,0.6314674200953558,0.6374124433456942
3,0.6015503875968993,0.6006172839506173,0.6937863209655789,0.6890934844192635,0.6371181352639943,0.638236505974454
4,0.5935910478128179,0.6050836949783013,0.6896144186733639,0.6919532080822404,0.6289952322090765,0.6419447878038731
5,0.6011351909184727,0.5901145268233876,0.6957300686772171,0.6793893129770993,0.6401200776973336,0.619283065512979
6,0.6046389035318924,0.5929411764705882,0.6934703748488512,0.6897023605884366,0.6418859261875332,0.6262875978574372
7,0.5993804852865255,0.591183574879227,0.6903523115801993,0.6875,0.6321737594914356,0.6332921302018953
8,0.5980117257201122,0.5974652987326494,0.6942882509618231,0.6906173700732473,0.6351757019247749,0.6345282241450351
9,0.600816743236345,0.5866900175131349,0.6965527444888296,0.6890641069592047,0.6378244746600742,0.6262875978574372
10,0.5968439806566557,0.5922722029988466,0.6933767001774098,0.6976902173913043,0.6337630231326152,0.6332921302018953
11,0.5995429151853733,0.5827001753360608,0.6973859105006646,0.6821758467328087,0.6381776443581141,0.6172229089410796
12,0.595020325203252,0.6053731343283583,0.692284954182678,0.7017301038062286,0.6323503443404556,0.6448290070045324
13,0.5980542754736303,0.6159292035398231,0.6952380952380952,0.7136021872863977,0.638354229207134,0.6547177585496498
14,0.5915599095704597,0.5977286312014346,0.6914268937169701,0.6927606511950122,0.6288186473600565,0.6345282241450351
15,0.598310291858679,0.5979505726341169,0.6940896940896941,0.6898470097357441,0.6362352110188946,0.6324680675731356
16,0.5965953056486974,0.6031055900621118,0.690138743846039,0.6864616472251679,0.6332332685855554,0.6345282241450351
17,0.5976714100905562,0.6031175059952039,0.690067214339059,0.697884148456469,0.6335864382835953,0.6411207251751133
18,0.6006183973202783,0.5993975903614458,0.6950946772029223,0.6912122264675234,0.6388839837541939,0.6337041615162753
19,0.6050420168067226,0.6076970825574177,0.6926198707350067,0.6965492707221628,0.6388839837541939,0.6485372888339513
20,0.6021812516229551,0.5906576521204672,0.6915163262263307,0.6825284090909091,0.634645947377715,0.6316440049443758
21,0.5936305732484076,0.5903614457831325,0.6876198908071419,0.6869961444093936,0.6261698746247572,0.6320560362587556
22,0.6074054621848739,0.5866425992779783,0.6951164537941397,0.6818181818181818,0.6417093413385132,0.6250515039142975
23,0.5957124842370743,0.6008279124778237,0.6956265645707553,0.6982817869415808,0.6349991170757548,0.638236505974454
24,0.587820835430297,0.6114050558495003,0.6897977262660565,0.7058025110281642,0.6289952322090765,0.6427688504326329
25,0.6078482328482329,0.5929887106357694,0.6994617224880383,0.6911357340720221,0.6450644534698923,0.6324680675731356
26,0.6061554512258738,0.6022514071294559,0.6947683109118087,0.6908177905308464,0.6394137383012537,0.6448290070045324
27,0.6112545172947857,0.5825358851674641,0.7045522166022017,0.6789822237713489,0.6493024898463712,0.6205191594561187
28,0.5960437272254034,0.6067755595886267,0.688411243048249,0.6948389331485972,0.6339396079816352,0.6370004120313144
29,0.599947396107312,0.6062271062271062,0.689332124508915,0.6927101499825601,0.6369415504149744,0.6370004120313144
