,train_recall,test_recall,train_f1,test_f1,train_acc,test_acc,cv_score
0,0.6666666666666666,0.45454545454545453,0.6206896551724138,0.47619047619047616,0.8181818181818182,0.7884615384615384,0.7944444444444446
1,0.5172413793103449,0.5555555555555556,0.5454545454545454,0.5882352941176471,0.7933884297520661,0.7695307699307694,0.7911111111111114
2,0.5357142857142857,0.7,0.5172413793103449,0.6666666666666666,0.768595041322314,0.7107694307192378,0.7911111111111111
3,0.6785714285714286,0.4,0.6440677966101694,0.3333333333333333,0.8264462809917356,0.6923076923076923,0.7955555555555557
4,0.5384615384615384,0.5833333333333334,0.5185185185185186,0.5833333333333334,0.7851239669421488,0.8076923076923077,0.7922222222222224
5,0.5,0.4166666666666667,0.5098039215686274,0.43478260869565216,0.7933884297520661,0.75,0.7933333333333336
6,0.5,0.3333333333333333,0.5098039215686274,0.4210526315789474,0.7933884297520661,0.7884615384615384,0.7833333333333334
7,0.5357142857142857,0.4,0.5882352941176471,0.5,0.8264462809917356,0.8261538461538461,0.7833333333333333
8,0.7142857142857143,0.6,0.6779661016949152,0.42857142857142855,0.8429752066115702,0.6923076923076923,0.7911111111111111
9,0.56,0.6153846153846154,0.5185185185185185,0.5517241379310345,0.7851239669421488,0.75,0.7833333333333333
10,0.64,0.7692307692307693,0.5333333333333333,0.7407407407407408,0.768595041322314,0.7307692307692307,0.7888888888888891
11,0.46153846153846156,0.75,0.4528301886792453,0.6666666666666665,0.7603305785123967,0.8269230769230769,0.7877777777777779
12,0.6071428571428571,0.4,0.6181818181818182,0.3636363636363636,0.8264462809917356,0.7307692307692307,0.7855555555555558
13,0.5714285714285714,0.5882352941176471,0.48979591836734687,0.625,0.7933884297520661,0.7692307692307693,0.7944444444444445
14,0.64,0.46153846153846156,0.5614035087719298,0.5714285714285714,0.7933884297520661,0.8269230769230769,0.787777777777778
15,0.5357142857142857,0.6,0.5172413793103449,0.631578947368421,0.768595041322314,0.8253846153846154,0.7900000000000001
16,0.5357142857142857,0.6,0.5357142857142857,0.5454545454545454,0.7851239669421488,0.8076923076923077,0.7800000000000001
17,0.5555555555555556,0.45454545454545453,0.5263157894736842,0.6666666666666666,0.7768595041322314,0.8269230769230769,0.7933333333333333
18,0.5185185185185185,0.45454545454545453,0.5490196078431373,0.5263157894736842,0.8099173553719008,0.8269230769230769,0.7933333333333334
19,0.46875,0.5,0.5555555555555556,0.5,0.8016528925619835,0.75,0.7899999999999999
20,0.5161290322580645,0.42857142857142855,0.5818181818181819,0.39999999999999997,0.8099173553719008,0.8269230769230769,0.7922222222222224
21,0.625,0.42857142857142855,0.5357142857142857,0.7096774193548386,0.7851239669421488,0.8269230769230769,0.7844444444444446
22,0.7391304347826086,0.6,0.6071428571428571,0.5806451612903225,0.8181818181818182,0.75,0.7944444444444445
23,0.6666666666666666,0.5714285714285714,0.5818181818181819,0.5517241379310344,0.8099173553719008,0.75,0.7877777777777779
24,0.59375,0.5,0.6229508196721311,0.3333333333333333,0.8099173553719008,0.7692307692307693,0.7844444444444447
25,0.46153846153846156,0.75,0.4528301886792453,0.6666666666666665,0.7603305785123967,0.8269230769230769,0.7888888888888891
26,0.56,0.6923076923076923,0.5283018867924528,0.6923076923076923,0.7933884297520661,0.8361538461538461,0.7922222222222223
27,0.64,0.6153846153846154,0.5714285714285714,0.5714285714285715,0.8016528925619835,0.7692307692307693,0.7833333333333335
28,0.5714285714285714,0.3,0.6153846153846153,0.33333333333333326,0.8347107438016529,0.7692307692307693,0.7911111111111112
29,0.6153846153846154,0.6666666666666666,0.5818181818181819,0.5333333333333333,0.8099173553719008,0.7307692307692307,0.7922222222222223
