,train_recall,test_recall,train_f1,test_f1,train_acc,test_acc,cv_score
0,0.8375,0.75,0.7142857142857143,0.5,0.75,0.75,0.7566666666666666
1,0.7965517241379311,0.875,0.6666666666666666,0.7368421052631579,0.7291666666666666,0.7916666666666666,0.74
2,0.9,0.875,0.7027027027027027,0.7000000000000001,0.7708333333333334,0.75,0.7533333333333333
3,0.8285714285714286,0.9,0.6933333333333335,0.7000000000000001,0.7604166666666666,0.75,0.77
4,0.8642857142857143,0.8571428571428571,0.7105263157894737,0.631578947368421,0.7708333333333334,0.8083333333333333,0.7566666666666666
5,0.8655172413793104,0.8333333333333334,0.7272727272727274,0.5555555555555556,0.78125,0.7083333333333334,0.7666666666666666
6,0.7928571428571429,0.8,0.6027397260273972,0.7272727272727272,0.6979166666666666,0.9,0.7666666666666666
7,0.7928571428571429,0.8,0.6578947368421053,0.7272727272727272,0.7291666666666666,0.75,0.7466666666666666
8,0.8642857142857143,0.9,0.6923076923076923,0.7499999999999999,0.75,0.8333333333333334,0.76
9,0.8333333333333334,0.7142857142857143,0.6666666666666667,0.7692307692307692,0.7083333333333334,0.875,0.75
