,train_recall,test_recall,train_f1,test_f1,train_acc,test_acc,cv_score
0,0.48148148148148145,0.35714285714285715,0.4642857142857143,0.43478260869565216,0.7520661157024794,0.75,0.7388888888888892
1,0.42857142857142855,0.5833333333333334,0.4615384615384615,0.3846153846153846,0.768595041322314,0.6923076923076923,0.7444444444444446
2,0.40625,0.5555555555555556,0.4333333333333333,0.5263157894736842,0.71900826446281,0.8269230769230769,0.748888888888889
3,0.4722222222222222,0.16666666666666666,0.5074626865671641,0.1904761904761905,0.7272727272727273,0.7884615384615384,0.7433333333333334
4,0.39285714285714285,0.5333333333333333,0.4230769230769231,0.5517241379310344,0.7520661157024794,0.75,0.7355555555555556
5,0.41379310344827586,0.5384615384615384,0.4444444444444445,0.5384615384615384,0.7520661157024794,0.7692307692307693,0.7455555555555559
6,0.43478260869565216,0.5,0.425531914893617,0.5333333333333333,0.7768595041322314,0.7307692307692307,0.7477777777777779
7,0.4482758620689655,0.46153846153846156,0.4727272727272727,0.48000000000000004,0.7603305785123967,0.75,0.7544444444444446
8,0.5416666666666666,0.3333333333333333,0.49056603773584906,0.4444444444444444,0.7768595041322314,0.7115384615384616,0.7488888888888889
9,0.42424242424242425,0.5,0.4590163934426229,0.4444444444444445,0.7272727272727273,0.8076923076923077,0.7422222222222223
10,0.4230769230769231,0.5,0.4150943396226415,0.5217391304347826,0.743801652892562,0.7884615384615384,0.7477777777777779
11,0.5517241379310345,0.16666666666666666,0.5423728813559322,0.2,0.7768595041322314,0.6923076923076923,0.7466666666666668
12,0.35714285714285715,0.5833333333333334,0.40816326530612246,0.4827586206896552,0.7603305785123967,0.7115384615384616,0.7477777777777778
13,0.42857142857142855,0.5,0.4444444444444445,0.5,0.7520661157024794,0.7692307692307693,0.7444444444444446
14,0.41379310344827586,0.5,0.4444444444444445,0.48000000000000004,0.7520661157024794,0.75,0.7455555555555556
15,0.5,0.2222222222222222,0.5517241379310345,0.1904761904761905,0.7851239669421488,0.6730769230769231,0.7522222222222223
16,0.7692307692307693,0.6666666666666666,0.4651162790697674,0.5714285714285715,0.8099173553719008,0.8846153846153846,0.7544444444444446
17,0.5625,0.75,0.4186046511627907,0.631578947368421,0.7933884297520661,0.8653846153846154,0.7399999999999999
18,0.5,0.5441954030276431,0.29411764705882354,0.7272727272727273,0.8016528925619835,0.8846153846153846,0.75
19,0.47619047619047616,0.42857142857142855,0.39999999999999997,0.375,0.7520661157024794,0.8076923076923077,0.7477777777777779
20,0.4482758620689655,0.4166666666666667,0.4482758620689655,0.4761904761904762,0.7355371900826446,0.7884615384615384,0.7511111111111113
21,0.4642857142857143,0.5263157894736842,0.49056603773584906,0.625,0.7768595041322314,0.7692307692307693,0.7566666666666666
22,0.39285714285714285,0.5714285714285714,0.4230769230769231,0.5714285714285714,0.7520661157024794,0.7692307692307693,0.7533333333333334
23,0.5,0.25,0.47457627118644063,0.3157894736842105,0.743801652892562,0.75,0.7466666666666668
24,0.4666666666666667,0.36363636363636365,0.4666666666666667,0.4210526315789474,0.7355371900826446,0.7884615384615384,0.7466666666666668
25,0.5,0.3076923076923077,0.4897959183673469,0.3076923076923077,0.7933884297520661,0.6538461538461539,0.7455555555555559
26,0.4666666666666667,0.4444444444444444,0.4912280701754386,0.39999999999999997,0.7603305785123967,0.7692307692307693,0.747777777777778
27,0.4,0.45454545454545453,0.3571428571428571,0.5555555555555556,0.7024793388429752,0.8461538461538461,0.7544444444444446
28,0.48148148148148145,0.3076923076923077,0.5,0.3076923076923077,0.7851239669421488,0.6538461538461539,0.7488888888888889
29,0.36,0.6153846153846154,0.36,0.6153846153846154,0.7355371900826446,0.8076923076923077,0.7466666666666668
